TRX DATE,TRX NUMBER,SALES CHANNEL,CUSTOMER NUMBER,ORG Name,Type,Month,Year,ORG,ITEM CODE,FRANCHISE,ITEM DESC,FAMILY,CLASS,SUBCLASS,UIS TYPE,QUANTITY,Unit Price,Discount Amount,Discount Amount(%),Net Amount,Vat Amount,TOTAL AMOUNT
2023-07-04,2311041359,REEM,3032,,INV,JUL,2023,EAC,WWS36G22I,WHITE WESTINGHOUSE,Indoor Split A/C 32200 BTU Cool,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,2173.48,0.0,0.0,2173.48,326.03,2499.51
2023-07-04,2321015936,RECA,7233,,INV,JUL,2023,TPC,LTT7CBBSI,LG,Ref 1D 6.9 Cu. Ft / Pocket Handle / Inverter Compressor,HA,REFRIGERATORS,MINI BAR,0-Month,1,1477.0,0.0,0.0,1477.0,221.55,1698.55
2023-07-08,2321016207,RECA,7233,,INV,JUL,2023,TPC,LTT7CBBWI,LG,Ref 1D 6.9 Cu. Ft / Pocket Handle / Inverter Compressor,HA,REFRIGERATORS,MINI BAR,0-Month,1,1390.0,0.0,0.0,1390.0,208.5,1598.5
2023-07-09,2311041965,RECA,7233,,INV,JUL,2023,EAC,PIPE V-30/36,WHITE WESTINGHOUSE,5 Meter copper pipe for 30K/36K Split AC,HVPAC,ACCESSORIES,PIPE,0-Month,1,0.01,0.0,0.0,0.01,0.01,0.02
2023-07-11,2311042182,RECO,7183,,INV,JUL,2023,EAC,WWS30G22C,WHITE WESTINGHOUSE,Outdoor Split A/C 27400 BTU Cool,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,1803.91,-118.01,6.54,1685.9,252.88,1938.78
2023-07-16,2311042537,RECA,4207,,INV,JUL,2023,EAC,AH-A12WCS,SHARP,Indoor Split A/C 11600 BTU Cool HI-EER Class D R410A,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,1216.96,-453.24,37.24,763.72,114.56,878.28
2023-07-16,2311042537,RECA,4207,,INV,JUL,2023,EAC,AU-A12WCS,SHARP,Outdoor Split A/C 11600 BTU Cool HI-EER Class D R410A,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,1216.96,-453.14,37.24,763.82,114.57,878.39
2023-07-16,2321016723,RECA,7233,,INV,JUL,2023,TPC,GR-A720ATE(SG),TOSHIBA,"FRIDGE 19.60 CFT (554L), INVERTER, 50/60HZ - FINE STAINLESS STEEL",HA,REFRIGERATORS,TOP MOUNT,0-Month,1,4173.04,-869.56,20.84,3303.48,495.52,3799.0
2023-07-18,2311043122,RECA,7233,,INV,JUL,2023,EAC,PIPE V-12/18,WHITE WESTINGHOUSE,4 Meter copper pipe for 12K/18K Split AC,HVPAC,ACCESSORIES,PIPE,0-Month,1,0.01,0.0,0.0,0.01,0.01,0.02
2023-07-18,2311043115,RECA,7233,,INV,JUL,2023,EAC,DS18T23WI,DORA,Indoor Split A/C 18000 BTU Cool WiFi HI-EER Class D R410A,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,977.83,-65.22,6.67,912.61,136.89,1049.5
2023-07-18,2311043102,RECA,7233,,INV,JUL,2023,EAC,WWS36T22PI,WHITE WESTINGHOUSE,Indoor Split A/C 30600 BTU Cool,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,2,2760.43,-1956.52,35.44,3564.34,534.65,4098.99
2023-07-19,2311043270,RECA,7233,,INV,JUL,2023,EAC,AH-A12WCS,SHARP,Indoor Split A/C 11600 BTU Cool HI-EER Class D R410A,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,1216.96,-413.05,33.94,803.91,120.59,924.5
2023-07-22,2311043569,RECA,7233,,INV,JUL,2023,EAC,AU-A24ATS,SHARP,Outdoor Split A/C 21000 BTU Cool HI-EER Class D R410A,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,5,1282.17,-108.7,1.7,6302.15,945.32,7247.47
2023-07-22,2311043592,RECA,7233,,INV,JUL,2023,EAC,DWD76TDS,DORA,"Top and Bottom Loading Water Dispenser, black with SS DWD76TDS",SDA,WATER DISPENSER,FREE STANDING,0-Month,1,1042.61,-365.22,35.03,677.39,101.61,779.0
2023-07-23,2311043631,RECA,7233,,INV,JUL,2023,EAC,DWD76TDS,DORA,"Top and Bottom Loading Water Dispenser, black with SS DWD76TDS",SDA,WATER DISPENSER,FREE STANDING,0-Month,1,1042.61,-365.22,35.03,677.39,101.61,779.0
2023-07-27,2311044015,RECA,7233,,INV,JUL,2023,EAC,WWA25G9R,WHITE WESTINGHOUSE,Window A/C 21800 BTU Cool HI-EER Class F R410A,HVPAC,WAC,WAC ROTARY,0-Month,1,2129.57,-1277.4,59.98,852.17,127.83,980.0
2023-07-29,2311044068,RECA,7233,,INV,JUL,2023,EAC,WWA20K22R,WHITE WESTINGHOUSE,Window A/C 18000 BTU Cool,HVPAC,WAC,WAC ROTARY,0-Month,1,1303.48,-0.01,0.0,1303.47,195.52,1498.99
2023-07-29,2311044064,RECA,7233,,INV,JUL,2023,EAC,WWA20K22R,WHITE WESTINGHOUSE,Window A/C 18000 BTU Cool,HVPAC,WAC,WAC ROTARY,0-Month,1,1303.48,-0.01,0.0,1303.47,195.52,1498.99
2023-07-31,2311044269,REEM,3029,,INV,JUL,2023,EAC,X1500EP-BQ647W,ASUS,"ASUS 15.6""/i5-1135G7/8GB/512+32/MX330/W11/BLK",IT,NOTEBOOKS,NOTEBOOKS,0-Month,1,2781.74,-1000.0,35.95,1781.74,267.27,2049.01
2023-08-01,2311045528,RECA,7233,,INV,AUG,2023,EAC,WWFR21KS,WHITE WESTINGHOUSE,21 Cu Ft. SS Full Refrigerator Inverter Compressor R600a,HA,REFRIGERATORS,ALL REFRIGERATOR,0-Month,1,3216.52,-173.91,5.41,3042.61,456.39,3499.0
2023-08-07,2311048735,REUI,7596,,INV,AUG,2023,EAC,PIPE V-12/18,WHITE WESTINGHOUSE,4 Meter copper pipe for 12K/18K Split AC,HVPAC,ACCESSORIES,PIPE,0-Month,1,0.01,0.0,0.0,0.01,0.01,0.02
2023-08-07,2311048736,REUI,7286,,INV,AUG,2023,EAC,MQ9E3AH/A,APPLE MACINTOSH,iPhone 14 Pro Max 256GB Deep Purple,TELECOM,MOBILES,SMART PHONES,0-Month,5,5042.61,0.0,0.0,25213.05,3781.96,28995.01
2023-08-10,2321018706,REUI,7287,,INV,AUG,2023,TPC,GR-AG720ATE(GG),TOSHIBA,"FRIDGE 19.60 CFT (554L),INVERTER, 230V,50/60HZ-GLASS DOOR",HA,REFRIGERATORS,TOP MOUNT,0-Month,1,3477.39,0.0,0.0,3477.39,521.61,3999.0
2023-08-11,2321018758,RECA,7233,,INV,AUG,2023,TPC,TBA-24BMG4G089KS-SA,TOSHIBA,"Gas Cooker 60x60, 4 burner, Auto Ignition & Oven Light - SS",HA,COOKING RANGE,GAS COOKER,0-Month,1,1129.57,0.0,0.0,1129.57,169.44,1299.01
2023-08-12,2311049714,RECA,7233,,INV,AUG,2023,EAC,55SUE9350F,SKYWORTH,"Skyworth 55"" 4K UHD LED TV (Google TV)",CE,LCD/LED TV,LED TV,0-Month,2,1303.48,0.0,0.0,2606.96,391.05,2998.01
2023-08-17,2321019523,RECA,7233,,INV,AUG,2023,TPC,AW-K900DUPBB(SG),TOSHIBA,"TL Washer 8kg,Pump,Great Wave,Glass Lid,60hz - Silver",HA,LAUNDRY A,FA TOP LOADING,0-Month,1,1738.26,-173.91,10.0,1564.35,234.65,1799.0
2023-08-17,2311050830,REEM,3032,,INV,AUG,2023,EAC,MQ973AH/A,APPLE MACINTOSH,iPhone 14 Pro Max 128GB Silver,TELECOM,MOBILES,SMART PHONES,0-Month,1,4607.83,-347.83,7.55,4260.0,639.0,4899.0
2023-08-20,2311051173,RECA,7233,,INV,AUG,2023,EAC,FS-809,LOCAL,"Wall Mount Bracket 32""-70"" LCD/LED TV",CE,OTHERS,OTHERS,0-Month,1,33.92,-33.9,99.94,0.02,0.0,0.02
2023-08-20,2321019751,RECA,7233,,INV,AUG,2023,TPC,TBA-24BMG4G089KS-SA,TOSHIBA,"Gas Cooker 60x60, 4 burner, Auto Ignition & Oven Light - SS",HA,COOKING RANGE,GAS COOKER,0-Month,1,1129.57,-29.23,2.59,1100.34,165.05,1265.39
2023-08-20,2318002515,REUI,7561,,CM,AUG,2023,EAC,AH-A18ATS,SHARP,Indoor Split A/C 18000 BTU Cool HI-EER Class D R410A,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,-1,1064.78,21.74,2.04,-1043.04,-156.45,-1199.49
2023-08-23,2311051594,REUI,7561,,INV,AUG,2023,EAC,WWCFAK350,WHITE WESTINGHOUSE,"CHEST FREEZER 10.7 CU FT, 230V 60HZ, R600A",HA,FREEZERS,CHEST FREEZERS,0-Month,1,1303.48,-43.48,3.34,1260.0,189.0,1449.0
2023-08-23,2311051627,RECA,7233,,INV,AUG,2023,EAC,EO-G120-K3,SHARP,"E. Oven 100L 2800W Rotisserie, Convection, Interior Light",SDA,LHA,DEEP FRYER,0-Month,1,694.78,-43.48,6.26,651.3,97.69,748.99
2023-08-26,2311051848,RECA,7233,,INV,AUG,2023,EAC,WWS18K23I,WHITE WESTINGHOUSE,Indoor split  A/C 18400 BTU Cool - WiFi,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,999.57,-43.48,4.35,956.09,143.41,1099.5
2023-08-27,2311051972,RECA,7233,,INV,AUG,2023,EAC,WWS24T22PHC,WHITE WESTINGHOUSE,Outdoor Split A/C 22500 BTU H/C,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,2,1782.17,-1334.76,37.45,2229.58,334.44,2564.02
2023-08-27,2311051972,RECA,7233,,INV,AUG,2023,EAC,WWR9VS650,WHITE WESTINGHOUSE,Fridge 22.96 Cu Ft/650 Ltr SS Inverter Compressor,HA,REFRIGERATORS,TOP MOUNT,0-Month,1,3738.26,-847.82,22.68,2890.44,433.56,3324.0
2023-08-23,2318002523,RECA,7233,,CM,AUG,2023,EAC,HUF48HAI23,HISENSE,"Free Stand AC Indoor Unit 48000 BTU , Heat Cool, Inverter",HVPAC,FS SPLITS,FS SPLITS,0-Month,-1,3956.09,30.44,0.77,-3925.65,-588.85,-4514.5
2023-08-27,2311052577,RECA,7233,,INV,AUG,2023,EAC,WWA25G22HR,WHITE WESTINGHOUSE,Window A/C 21400 BTU H/C,HVPAC,WAC,WAC ROTARY,0-Month,1,1825.22,-43.48,2.38,1781.74,267.26,2049.0
2023-08-28,2311052652,RECA,7233,,INV,AUG,2023,EAC,WWS18G22I,WHITE WESTINGHOUSE,Indoor Split A/C 17800 BTU Cool,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,10,1130.0,-1695.6,15.01,9604.4,1440.66,11045.06
2023-08-28,2321020671,RECA,7233,,INV,AUG,2023,TPC,TD-K90MEBB(WK),TOSHIBA,"Dryer, 8kg, Inverter, Condensing, 60hz - White",HA,LAUNDRY,DRYER,0-Month,1,2173.04,-521.74,24.01,1651.3,247.69,1898.99
2023-08-29,2318002575,REUI,7596,,CM,AUG,2023,EAC,WWS24K23I,WHITE WESTINGHOUSE,Indoor split  A/C 23000 BTU Cool - WiFi,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,-1,1260.43,43.47,3.45,-1216.96,-182.54,-1399.5
2023-08-30,2311053224,RECA,7233,,INV,AUG,2023,EAC,DWD40TBS,DORA,"Bottom Loading Water Dispenser, Black SS, SS Tank",SDA,WATER DISPENSER,FREE STANDING,0-Month,1,868.7,-173.92,20.02,694.78,104.22,799.0
2023-09-03,2311054379,RECA,4207,,INV,SEP,2023,EAC,WWA20K22R,WHITE WESTINGHOUSE,Window A/C 18000 BTU Cool,HVPAC,WAC,WAC ROTARY,0-Month,1,1346.96,-108.7,8.07,1238.26,185.74,1424.0
2023-09-05,2321021652,RECA,7233,,INV,SEP,2023,TPC,OLED55CS6LA,LG,"LG 4K OLED Smart TV 55"" SeriesCS, a9 Gen5 4K Proc, G-SyncFSG",CE,LCD/LED TV,LED TV,0-Month,1,3912.0,0.0,0.0,3912.0,586.8,4498.8
2023-09-07,2311059645,REEM,3029,,INV,SEP,2023,EAC,WWA25G22HR,WHITE WESTINGHOUSE,Window A/C 21400 BTU H/C,HVPAC,WAC,WAC ROTARY,0-Month,1,1825.22,-43.48,2.38,1781.74,267.26,2049.0
2023-09-09,2311059802,RECA,7233,,INV,SEP,2023,EAC,WWA20K22R,WHITE WESTINGHOUSE,Window A/C 18000 BTU Cool,HVPAC,WAC,WAC ROTARY,0-Month,2,1346.96,-86.98,3.23,2606.94,391.04,2997.98
2023-09-18,2311062892,RECA,7233,,INV,SEP,2023,EAC,DWD77TDP,DORA,"Top and Bottom Loading Water Dispenser, black with SS",SDA,WATER DISPENSER,FREE STANDING,0-Month,3,1042.61,-1095.66,35.03,2032.17,304.83,2337.0
2023-09-19,2311062984,RECA,7233,,INV,SEP,2023,EAC,E7CM1-50GB,ELECTROLUX,"Coffee Maker, Black with Aroma - Explore 7",SDA,LHA,COFFEE MAKER,0-Month,1,433.91,-433.87,99.99,0.04,0.0,0.04
2023-09-21,2311063294,RECA,7233,,INV,SEP,2023,EAC,WWS24G23WC,WHITE WESTINGHOUSE,Outdoor Split A/C 22100 BTU Cool WiFi,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,1303.91,0.0,0.0,1303.91,195.59,1499.5
2023-09-21,2321023148,RECA,7233,,INV,SEP,2023,TPC,VH-J90WBB,TOSHIBA,"TWIN TUB WASHER 8.0 KG, 220-230V 60HZ",HA,LAUNDRY TT,TWIN-TUB,0-Month,1,1042.61,-173.91,16.68,868.7,130.31,999.01
2023-09-21,2321023150,RECA,7233,,INV,SEP,2023,TPC,75U7950EE,TOSHIBA,"75"" UHD 4K HDR SMART LED TV WITH ANDROID 9.0 & DOLBY VISION",CE,LCD/LED TV,LED,0-Month,2,5216.52,-7130.42,68.34,3302.62,495.39,3798.01
2023-09-24,2311063474,RECA,7233,,INV,SEP,2023,EAC,WWS30T22PC,WHITE WESTINGHOUSE,Outdoor Split A/C 27800 BTU Cool,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,2260.43,-739.13,32.7,1521.3,228.2,1749.5
2023-09-24,2311063466,REUI,7596,,INV,SEP,2023,EAC,E7CM1-50GB,ELECTROLUX,"Coffee Maker, Black with Aroma - Explore 7",SDA,LHA,COFFEE MAKER,0-Month,1,433.91,-433.9,100.0,0.01,0.0,0.01
2023-09-23,2321023244,RECA,7233,,INV,SEP,2023,TPC,MM-EG34PB(BK),TOSHIBA,"34L GRILL MICROWAVE, DIGITAL, STEEL, 220V, 60HZ - Black",SDA,MICROWAVE,GRILL,0-Month,1,520.87,-43.48,8.35,477.39,71.61,549.0
2023-09-25,2311063671,RECA,7233,,INV,SEP,2023,EAC,HS24CPVI23,HISENSE,Indoor Split A/C 24000 BTU Cool - Inverter - WiFi,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,1543.04,-282.61,18.32,1260.43,189.06,1449.49
2023-09-25,2311063725,RECA,7233,,INV,SEP,2023,EAC,EO-60NK-3,SHARP,"E. Oven 60L 2000W Rotisserie, Interior Light",SDA,LHA,DEEP FRYER,0-Month,1,520.87,0.0,0.0,520.87,78.14,599.01
2023-09-26,2311063935,REUI,7561,,INV,SEP,2023,EAC,HS24CPVI23,HISENSE,Indoor Split A/C 24000 BTU Cool - Inverter - WiFi,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,1543.04,-282.61,18.32,1260.43,189.06,1449.49
2023-09-27,2311064770,RECA,7233,,INV,SEP,2023,EAC,EHH3320NVK,ELECTROLUX,B.I 30 Cm Electric Domino Hob (Induction),HA,BUILT-IN,HOB,0-Month,1,1807.83,-1092.26,60.42,715.57,107.34,822.91
2023-09-21,2318002753,RECA,7233,,CM,SEP,2023,EAC,E7CM1-50GB,ELECTROLUX,"Coffee Maker, Black with Aroma - Explore 7",SDA,LHA,COFFEE MAKER,0-Month,-1,433.91,433.87,99.99,-0.04,0.0,-0.04
2023-09-27,2311064747,RECA,7233,,INV,SEP,2023,EAC,PIPE-18/24,WHITE WESTINGHOUSE,4 Meter copper pipe for 18K/24K Split AC,HVPAC,ACCESSORIES,PIPE,0-Month,1,0.01,0.0,0.0,0.01,0.01,0.02
2023-09-28,2321024322,RECA,4207,,INV,SEP,2023,TPC,GR-RF610WE-PMU(37),TOSHIBA,"FRENCH DOOR 16.20 CFT (457L), INVERTER, 230V - SATIN GREY",HA,REFRIGERATORS,TOP MOUNT,0-Month,1,3738.26,-608.7,16.28,3129.56,469.43,3598.99
2023-09-28,2321024413,RECA,7233,,INV,SEP,2023,TPC,TWD-BJ110M4BB(SK),TOSHIBA,"FL Washer 10/7kg Combo, Inverter, Digital - Silver",HA,LAUNDRY A,WASHER DRYER COMBO,0-Month,1,2955.65,-173.91,5.88,2781.74,417.26,3199.0
2023-09-30,2311065980,RECA,7233,,INV,SEP,2023,EAC,E7CM1-50GB,ELECTROLUX,"Coffee Maker, Black with Aroma - Explore 7",SDA,LHA,COFFEE MAKER,0-Month,1,433.91,-433.9,100.0,0.01,0.0,0.01
2023-09-30,2321024764,REUI,7561,,INV,SEP,2023,TPC,GR-AG720ATE(GG),TOSHIBA,"FRIDGE 19.60 CFT (554L),INVERTER, 230V,50/60HZ-GLASS DOOR",HA,REFRIGERATORS,TOP MOUNT,0-Month,1,3477.39,-434.78,12.5,3042.61,456.39,3499.0
2023-09-30,2311066008,RECA,4207,,INV,SEP,2023,EAC,WWS36G22C,WHITE WESTINGHOUSE,Outdoor Split A/C 32200 BTU Cool,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,2173.48,-108.67,5.0,2064.81,309.72,2374.53
2023-10-02,2321024922,REEM,3064,,INV,OCT,2023,TPC,TBA-36LMG5G089KS-SA,TOSHIBA,"Gas Cooker 90x60, 5 burner with Rotisserie & Convection - SS",HA,COOKING RANGE,GAS COOKER,0-Month,1,1999.13,0.0,0.0,1999.13,299.87,2299.0
2023-10-02,2321024892,RECA,7233,,INV,OCT,2023,TPC,LT19HBHWLN,LG,Ref 2D 17.9 Cu. Ft / Bar Handle / Multi Air Flow / Wi-Fi,HA,REFRIGERATORS,TOP MOUNT,0-Month,1,5999.0,-3304.22,55.08,2694.78,404.21,3098.99
2023-10-03,2311066420,RECA,7233,,INV,OCT,2023,EAC,WWA20K22R,WHITE WESTINGHOUSE,Window A/C 18000 BTU Cool,HVPAC,WAC,WAC ROTARY,0-Month,1,1346.96,-43.49,3.23,1303.47,195.52,1498.99
2023-10-04,2321025222,RECA,7233,,INV,OCT,2023,TPC,AW-K900DUPBB(SG),TOSHIBA,"TL Washer 8kg,Pump,Great Wave,Glass Lid,60hz - Silver",HA,LAUNDRY A,FA TOP LOADING,0-Month,1,1738.26,-173.91,10.0,1564.35,234.65,1799.0
2023-10-05,2311069936,REEM,6321,,INV,OCT,2023,EAC,65SUE9500,SKYWORTH,"SKYWORTH  65"" QLED Google TV UHD 4K HDR SMART TV",CE,LCD/LED TV,LED TV,0-Month,2,3999.0,-3825.84,47.83,4172.16,625.82,4797.98
2023-10-08,2311070258,RECA,4207,,INV,OCT,2023,EAC,WWS18K23I,WHITE WESTINGHOUSE,Indoor split  A/C 18400 BTU Cool - WiFi,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,3,999.57,-272.64,9.09,2726.07,408.91,3134.98
2023-10-10,2321025778,RECA,7233,,INV,OCT,2023,TPC,LT10CBBWIN,LG,Ref 2D 9 Cu. Ft / Pocket Handle  / Pull out tray,HA,REFRIGERATORS,TOP MOUNT,0-Month,1,3130.0,0.0,0.0,3130.0,469.5,3599.5
2023-10-10,2311070579,RECA,7233,,INV,OCT,2023,EAC,R-20AS(W),SHARP,"20L BASIC MICROWAVE, WHITE, 220V/60HZ - White",SDA,MICROWAVE,BASIC,0-Month,1,242.61,0.0,0.0,242.61,36.4,279.01
2023-10-11,2311070799,RECA,7233,,INV,OCT,2023,EAC,ES-FE712DLZSA-S,SHARP,"FL Washer 7kg,1200RPM, 8+Prg, Rapid Wash - S Steel",HA,LAUNDRY A,FA FRONT LOADING,0-Month,1,1303.48,0.0,0.0,1303.48,195.53,1499.01
2023-10-12,2311071028,REUI,7561,,INV,OCT,2023,EAC,EO-G120-K3,SHARP,"E. Oven 100L 2800W Rotisserie, Convection, Interior Light",SDA,LHA,DEEP FRYER,0-Month,1,694.78,0.0,0.0,694.78,104.22,799.0
2023-10-12,2321026114,REUI,7561,,INV,OCT,2023,TPC,AW-DUK2217WUPBB(SS),TOSHIBA,"TL WASHER 15kg,GLASS LID,UFB WASH,SDD INVERTER,STAINLESS STL",HA,LAUNDRY A,FA TOP LOADING,0-Month,1,3042.61,-86.96,2.86,2955.65,443.35,3399.0
2023-10-14,2311071104,RECA,7233,,INV,OCT,2023,EAC,R-20AS(S),SHARP,"20L BASIC MICROWAVE, SILVER, 220V/60HZ - Inox",SDA,MICROWAVE,BASIC,0-Month,1,260.0,0.0,0.0,260.0,39.0,299.0
2023-10-15,2311071211,RECA,4207,,INV,OCT,2023,EAC,DWD60UBW,DORA,"Bottom Loading UV Lamp Sterilizer, White, SS Tank",SDA,WATER DISPENSER,FREE STANDING,0-Month,1,1042.61,-378.27,36.28,664.34,99.65,763.99
2023-10-16,2321026431,RECA,7233,,INV,OCT,2023,TPC,75U7950EE,TOSHIBA,"75"" UHD 4K HDR SMART LED TV WITH ANDROID 9.0 & DOLBY VISION",CE,LCD/LED TV,LED,0-Month,1,5216.52,-3478.26,66.68,1738.26,260.74,1999.0
2023-10-17,2311071538,RECA,7233,,INV,OCT,2023,EAC,WWS18K23I,WHITE WESTINGHOUSE,Indoor split  A/C 18400 BTU Cool - WiFi,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,999.57,-43.48,4.35,956.09,143.41,1099.5
2023-10-17,2311071550,RECA,7233,,INV,OCT,2023,EAC,ES-FE912DLZSA-S,SHARP,"FL Washer 9kg,1200RPM, 8+Prg, Rapid Wash - S Steel",HA,LAUNDRY A,FA FRONT LOADING,0-Month,1,1738.26,0.0,0.0,1738.26,260.74,1999.0
2023-10-26,2311072694,REEM,3029,,INV,OCT,2023,EAC,65DYW50,DORA,"65"" 4K HDR, LG WEBOS SMART TV, 2.1 HDMI, MAGIC REMOTE",CE,LCD/LED TV,LED,0-Month,1,2086.09,-521.75,25.01,1564.34,234.65,1798.99
2023-10-30,2311073187,RECA,4207,,INV,OCT,2023,EAC,QW-MA814K-SS3,SHARP,"Dish Washer, 14 Place Setting, 8 Programs - Silver",HA,DISH WASHER,FREE STANDING,0-Month,1,1390.43,-69.57,5.0,1320.86,198.13,1518.99
2023-10-30,2311073379,RECA,7233,,INV,OCT,2023,EAC,EO-G120-K3,SHARP,"E. Oven 100L 2800W Rotisserie, Convection, Interior Light",SDA,LHA,DEEP FRYER,0-Month,1,694.78,-43.48,6.26,651.3,97.69,748.99
2023-10-31,2318003581,RECA,7233,,CM,OCT,2023,EAC,E6AF1-720S,ELECTROLUX,"Air Fryer, Stainless Steel with Touch - Explore 6",SDA,LHA,DEEP FRYER,0-Month,-1,477.39,220.68,46.23,-256.71,-38.5,-295.21
2023-07-04,2311041360,REEM,3064,,INV,JUL,2023,EAC,FREE-LAPTOP-BUNDLE,Unspecified,"Port Design 15.6"" LB BLACK/Logitech WL Mouse M170 Grey",OTHERS,OTHERS,OTHERS,0-Month,2,138.26,-276.5,99.99,0.02,0.0,0.02
2023-07-10,2311042007,RECA,7233,,INV,JUL,2023,EAC,AU-A36ZCS,SHARP,Outdoor Split A/C 32200 BTU Cool HI-EER Class D R410A,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,2956.08,-956.51,32.36,1999.57,299.94,2299.51
2023-07-12,2311042258,RECA,7233,,INV,JUL,2023,EAC,PIPE V-12/18,WHITE WESTINGHOUSE,4 Meter copper pipe for 12K/18K Split AC,HVPAC,ACCESSORIES,PIPE,0-Month,1,0.01,0.0,0.0,0.01,0.01,0.02
2023-07-13,2311042362,RECA,7233,,INV,JUL,2023,EAC,PIPE-36,WHITE WESTINGHOUSE,5 Meter copper pipe for 36K Split AC,HVPAC,ACCESSORIES,PIPE,0-Month,1,0.01,0.0,0.0,0.01,0.01,0.02
2023-07-14,2311042475,RECA,7233,,INV,JUL,2023,EAC,PIPE V-12/18,WHITE WESTINGHOUSE,4 Meter copper pipe for 12K/18K Split AC,HVPAC,ACCESSORIES,PIPE,0-Month,1,0.01,0.0,0.0,0.01,0.01,0.02
2023-07-15,2311042533,REUI,7561,,INV,JUL,2023,EAC,HS24CPI23,HISENSE,Indoor Split A/C 23000 BTU Cool - WiFi,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,1325.65,-30.43,2.3,1295.22,194.28,1489.5
2023-07-19,2311043487,RECA,7233,,INV,JUL,2023,EAC,WWS24G23WC,WHITE WESTINGHOUSE,Outdoor Split A/C 22100 BTU Cool WiFi,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,1303.91,0.0,0.0,1303.91,195.59,1499.5
2023-07-20,2311043546,RECA,7233,,INV,JUL,2023,EAC,75DYAC40,DORA,"75 Inch, UHD 4K, Android 11, Dolby Vision, Dolby Atmos, 2.1 HDMI, Metal Frame",CE,LCD/LED TV,LED TV,0-Month,1,2607.83,-260.87,10.0,2346.96,352.04,2699.0
2023-07-24,2321017181,REUI,7596,,INV,JUL,2023,TPC,AW-DUK2215WUPBB(SK),TOSHIBA,"TL WASHER 13.5kg,GLASS LID,UFB WASH,SDD INVERTER,STEEL BLACK",HA,LAUNDRY A,FA TOP LOADING,0-Month,1,3390.43,-608.69,17.95,2781.74,417.26,3199.0
2023-07-26,2311043936,RECA,7233,,INV,JUL,2023,EAC,WWFLD10VW08,WHITE WESTINGHOUSE,"FRONT LOAD CONDENSOR DRYER 8KG, WITH PUMP",HA,LAUNDRY A,DRYER,0-Month,1,1738.26,-347.83,20.01,1390.43,208.56,1598.99
2023-07-30,2318002285,RECA,7233,,CM,JUL,2023,EAC,50DYAC40,DORA,"50 Inch, UHD 4K, Android 11, Dolby Audio, 2.1 HDMI",CE,LCD/LED TV,LED TV,0-Month,-1,1173.04,173.91,14.83,-999.13,-149.87,-1149.0
2023-07-24,2318002280,RECA,7233,,CM,JUL,2023,EAC,DWD40TBS,DORA,"Bottom Loading Water Dispenser, Black SS, SS Tank",SDA,WATER DISPENSER,FREE STANDING,0-Month,-1,868.7,173.92,20.02,-694.78,-104.22,-799.0
2023-07-30,2321017314,REUI,7596,,INV,JUL,2023,TPC,VH-K110WBB(WW),TOSHIBA,"TWIN TUB WASHER 10.0 KG, 220-230V 60HZ",HA,LAUNDRY TT,TWIN-TUB,0-Month,1,1129.57,-130.44,11.55,999.13,149.87,1149.0
2023-08-02,2311048278,REUI,7561,,INV,AUG,2023,EAC,PIPE V-30/36,WHITE WESTINGHOUSE,5 Meter copper pipe for 30K/36K Split AC,HVPAC,ACCESSORIES,PIPE,0-Month,1,0.01,0.0,0.0,0.01,0.01,0.02
2023-08-02,2311048325,RECA,4207,,INV,AUG,2023,EAC,WWA20K22R,WHITE WESTINGHOUSE,Window A/C 18000 BTU Cool,HVPAC,WAC,WAC ROTARY,0-Month,1,1303.48,-65.18,5.0,1238.3,185.75,1424.05
2023-08-02,2311045631,RECA,7233,,INV,AUG,2023,EAC,DS24T23WC,DORA,Outdoor Split A/C 22000 BTU Cool WiFi HI-EER Class D R410A,HVPAC,WALL SPLITS,SAC WALL ROTARY,0-Month,1,1216.96,-86.96,7.15,1130.0,169.5,1299.5
